Contig	Organism	Chromosome	Gene	Start	End	Direction
NT_011757	Homo sapiens	"X"	20875386	20877012	MGC45134	coding
NT_011757	Homo sapiens	"X"	20998139	21093327	LOC653707	coding
NT_011757	Homo sapiens	"X"	21134778	21194102	PTCHD1	coding
NT_011757	Homo sapiens	"X"	21467328	21486197	PRDX4	coding
NT_011757	Homo sapiens	"X"	21503460	21543090	ACOT9	complement
NT_011757	Homo sapiens	"X"	21582987	21586010	SAT	coding
NT_011757	Homo sapiens	"X"	21633153	21707720	FAM121B	complement
NT_011757	Homo sapiens	"X"	21636444	21637146	RPL9P7	complement
NT_011757	Homo sapiens	"X"	21707806	21739307	CXorf58	coding
NT_011757	Homo sapiens	"X"	21787646	21826986	KLHL15	complement
NT_011757	Homo sapiens	"X"	21823902	21825793	LOC729685	coding
NT_011757	Homo sapiens	"X"	21854748	21878610	EIF2S3	coding
NT_011757	Homo sapiens	"X"	21949586	22014311	ZFX	coding
NT_011757	Homo sapiens	"X"	22110662	22114042	FAM48B1	complement
NT_011757	Homo sapiens	"X"	22229290	22229746	LOC729188	complement
NT_011757	Homo sapiens	"X"	22265237	22334225	PDK3	coding
NT_011757	Homo sapiens	"X"	22357887	22447036	PCYT1B	complement
NT_011757	Homo sapiens	"X"	22493747	22796783	POLA	coding
NT_011757	Homo sapiens	"X"	22544241	22544370	SCARNA23	coding
NT_011757	Homo sapiens	"X"	22588132	22588910	LOC644820	complement
NT_011757	Homo sapiens	"X"	22803975	22815537	ARX	complement
NT_011757	Homo sapiens	"X"	22829345	22830035	LOC139957	coding
NT_011757	Homo sapiens	"X"	22994181	22997803	LOC441487	complement
NT_011757	Homo sapiens	"X"	23445392	23477340	LOC389842	complement
NT_011757	Homo sapiens	"X"	23938143	23940535	MAGEB18	coding
NT_011757	Homo sapiens	"X"	23960401	23961624	MAGEB6B	coding
NT_011757	Homo sapiens	"X"	23992240	23995446	MAGEB6	coding
NT_011757	Homo sapiens	"X"	24015940	24017936	MAGEB5	coding
NT_011757	Homo sapiens	"X"	24358137	24360852	VENTXP1	coding
NT_011757	Homo sapiens	"X"	24482367	24487755	LOC646346	coding
NT_011757	Homo sapiens	"X"	24547678	24549759	HMGA1L1	coding
NT_011757	Homo sapiens	"X"	25260009	25263141	FLJ32867	complement
NT_011757	Homo sapiens	"X"	25314965	25317683	RDXP2	complement
NT_011757	Homo sapiens	"X"	25546696	25548591	WDR42C	coding
NT_011757	Homo sapiens	"X"	25607808	25622446	MAGEB10	coding
NT_011757	Homo sapiens	"X"	25629693	25633016	LOC392435	coding
NT_011757	Homo sapiens	"X"	25654634	25655072	LOC392436	coding
NT_011757	Homo sapiens	"X"	25663694	25664486	LOC414355	coding
NT_011757	Homo sapiens	"X"	25693392	25693828	LOC340569	complement
NT_011757	Homo sapiens	"X"	25777793	25781249	WDR42B	complement
NT_011757	Homo sapiens	"X"	26387242	27756523	IL1RAPL1	coding
NT_011757	Homo sapiens	"X"	26458862	26459269	LOC646438	complement
NT_011757	Homo sapiens	"X"	28015363	28019889	MAGEB2	coding
NT_011757	Homo sapiens	"X"	28030236	28037290	MAGEB3	coding
NT_011757	Homo sapiens	"X"	28041852	28043993	MAGEB4	coding
NT_011757	Homo sapiens	"X"	28043531	28051838	MAGEB1	coding
NT_011757	Homo sapiens	"X"	28104268	28109175	NR0B1	complement
NT_011757	Homo sapiens	"X"	28358624	28377597	CXorf21	complement
NT_011757	Homo sapiens	"X"	28417254	28417493	LOC652904	coding
NT_011757	Homo sapiens	"X"	28429883	28430625	LOC392437	coding
NT_011757	Homo sapiens	"X"	28453223	28530408	GK	coding
NT_011757	Homo sapiens	"X"	28630131	28774884	MAP3K7IP3	complement
NT_011757	Homo sapiens	"X"	28871041	28871853	FTHL17	complement
NT_011757	Homo sapiens	"X"	28919028	31139409	DMD	complement
NT_011757	Homo sapiens	"X"	30841145	30841701	TBCAP1	coding
NT_011757	Homo sapiens	"X"	31210705	31211973	LOC646506	coding
NT_011757	Homo sapiens	"X"	31929556	31932114	FAM47A	complement
NT_011757	Homo sapiens	"X"	31946735	31947386	LOC139431	coding
NT_011757	Homo sapiens	"X"	32187522	32188212	LOC392439	coding
NT_011757	Homo sapiens	"X"	32426864	32457088	TMEM47	complement
NT_011757	Homo sapiens	"X"	32742614	32744717	FAM47B	coding
NT_011757	Homo sapiens	"X"	32858829	32859779	LOC392440	coding
NT_011757	Homo sapiens	"X"	33425614	33426775	LOC340571	coding
NT_011757	Homo sapiens	"X"	33511078	33511461	LOC646569	coding
NT_011757	Homo sapiens	"X"	33601997	33602971	LOC139604	coding
NT_011757	Homo sapiens	"X"	33719541	33789952	CXorf22	coding
NT_011757	Homo sapiens	"X"	33846736	33944870	CXorf59	coding
NT_011757	Homo sapiens	"X"	34010914	34011538	LOC646577	coding
NT_011757	Homo sapiens	"X"	34028400	34055045	LOC158730	coding
NT_011757	Homo sapiens	"X"	34065977	34184804	LOC645090	coding
NT_011757	Homo sapiens	"X"	34519674	34520273	LOC646584	coding
NT_011757	Homo sapiens	"X"	34757334	34758140	LOC646585	complement
NT_011757	Homo sapiens	"X"	34761781	34763209	LOC441488	complement
NT_011757	Homo sapiens	"X"	34785135	34785849	LOC441489	complement
NT_011757	Homo sapiens	"X"	34808153	34811422	FAM47C	coding
NT_011757	Homo sapiens	"X"	34842779	34844204	LOC441490	complement
NT_011757	Homo sapiens	"X"	34877607	34878439	LOC442445	complement
NT_011786	Homo sapiens	"X"	150208	150528	LOC653155	complement
NT_011786	Homo sapiens	"X"	1299486	1374563	KLHL13	complement
NT_011786	Homo sapiens	"X"	1527855	1530691	LOC392528	coding
NT_011786	Homo sapiens	"X"	1747752	1851634	WDR44	coding
NT_011786	Homo sapiens	"X"	1897581	2087820	DOCK11	coding
NT_011786	Homo sapiens	"X"	2129269	2196206	IL13RA1	coding
NT_011786	Homo sapiens	"X"	2225497	2228641	ZCCHC12	coding
NT_011786	Homo sapiens	"X"	2279553	2281000	LOC159007	complement
NT_011786	Homo sapiens	"X"	2339946	2340458	LOC392529	coding
NT_011786	Homo sapiens	"X"	2376423	2419660	LONRF3	coding
NT_011786	Homo sapiens	"X"	2474899	2476754	LOC727838	coding
NT_011786	Homo sapiens	"X"	2480309	2525315	KIAA1210	complement
NT_011786	Homo sapiens	"X"	2585309	2588672	LOC641382	complement
NT_011786	Homo sapiens	"X"	2622455	2623435	LOC643033	coding
NT_011786	Homo sapiens	"X"	2637973	2646139	PGRMC1	coding
NT_011786	Homo sapiens	"X"	2650980	2659340	LOC139516	complement
NT_011786	Homo sapiens	"X"	2781385	2781777	MRPS17P9	coding
NT_011786	Homo sapiens	"X"	2800733	2856144	LOC203427	coding
NT_011786	Homo sapiens	"X"	2870119	2872989	SLC25A5	coding
NT_011786	Homo sapiens	"X"	2941211	2967074	CXorf56	complement
NT_011786	Homo sapiens	"X"	2976209	2986091	UBE2A	coding
NT_011786	Homo sapiens	"X"	2990016	3007523	NKRF	complement
NT_011786	Homo sapiens	"X"	3017397	3095043	SEPT6	complement
NT_011786	Homo sapiens	"X"	3159924	3161837	ANKRD58	coding
NT_011786	Homo sapiens	"X"	3188179	3193316	RPL39	complement
NT_011786	Homo sapiens	"X"	3189026	3189157	SNORA69	complement
NT_011786	Homo sapiens	"X"	3235699	3254678	UPF3B	complement
NT_011786	Homo sapiens	"X"	3272148	3273500	RNF113A	complement
NT_011786	Homo sapiens	"X"	3273444	3278328	NDUFA1	coding
NT_011786	Homo sapiens	"X"	3297646	3322389	AKAP14	coding
NT_011786	Homo sapiens	"X"	3326733	3345445	NKAP	complement
NT_011786	Homo sapiens	"X"	3399760	3401311	LOC643134	complement
NT_011786	Homo sapiens	"X"	3473939	3479417	LOC727940	complement
NT_011786	Homo sapiens	"X"	3510735	3517557	OTEX	complement
NT_011786	Homo sapiens	"X"	3560177	3565643	PEPP-2	coding
NT_011786	Homo sapiens	"X"	3612014	3621592	LOC402420	complement
NT_011786	Homo sapiens	"X"	3646325	3646690	CXorf42	complement
NT_011786	Homo sapiens	"X"	3652317	3659961	ZBTB33	coding
NT_011786	Homo sapiens	"X"	3660215	3712998	FAM70A	complement
NT_011786	Homo sapiens	"X"	3763677	3783936	ATP1B4	coding
NT_011786	Homo sapiens	"X"	3832391	3870871	LAMP2	complement
NT_011786	Homo sapiens	"X"	3928206	3977359	CUL4B	complement
NT_011786	Homo sapiens	"X"	4005545	4013952	MCTS1	coding
NT_011786	Homo sapiens	"X"	4027241	4031651	C1GALT1C1	complement
NT_011786	Homo sapiens	"X"	4270169	4271369	LOC389884	complement
NT_011786	Homo sapiens	"X"	4275460	4277234	LOC643311	complement
NT_011786	Homo sapiens	"X"	4279067	4282379	LOC255313	complement
NT_011786	Homo sapiens	"X"	4283928	4287240	LOC728036	complement
NT_011786	Homo sapiens	"X"	4288788	4292100	LOC728042	complement
NT_011786	Homo sapiens	"X"	4293649	4296961	LOC728049	complement
NT_011786	Homo sapiens	"X"	4298509	4301821	LOC653282	complement
NT_011786	Homo sapiens	"X"	4303392	4306704	LOC728062	complement
NT_011786	Homo sapiens	"X"	4308253	4311565	LOC728072	complement
NT_011786	Homo sapiens	"X"	4313113	4316425	LOC728075	complement
NT_011786	Homo sapiens	"X"	4317973	4321285	LOC728082	complement
NT_011786	Homo sapiens	"X"	4322833	4326145	LOC728090	complement
NT_011786	Homo sapiens	"X"	4327693	4331005	LOC728096	complement
NT_011786	Homo sapiens	"X"	4392825	4395159	GLUD2	coding
NT_011786	Homo sapiens	"X"	4547763	4550617	LOC158714	complement
NT_011786	Homo sapiens	"X"	5208905	5209412	LOC643421	complement
NT_011786	Homo sapiens	"X"	6461323	6463042	LOC286423	complement
NT_011786	Homo sapiens	"X"	6529521	6834156	GRIA3	coding
NT_011786	Homo sapiens	"X"	6906856	6908189	LOC402422	coding
NT_011786	Homo sapiens	"X"	6948353	6949145	FERP	coding
NT_011786	Homo sapiens	"X"	6956135	7042900	THOC2	complement
NT_011786	Homo sapiens	"X"	7204948	7206502	LOC643547	complement
NT_011786	Homo sapiens	"X"	7205411	7259185	BIRC4	coding
NT_011786	Homo sapiens	"X"	7306952	7447709	STAG2	coding
NT_011786	Homo sapiens	"X"	7691557	7718368	SH2D1A	coding
NT_011786	Homo sapiens	"X"	7725694	8309029	ODZ1	complement
NT_011786	Homo sapiens	"X"	8672109	8673233	LOC392536	complement
NT_011786	Homo sapiens	"X"	9509877	9511297	WDR40C	complement
NT_011786	Homo sapiens	"X"	9848217	9848564	OR4W1P	complement
NT_011786	Homo sapiens	"X"	9894732	9898197	WDR40B	complement
NT_011786	Homo sapiens	"X"	9898040	9898267	LOC728472	coding
NT_011786	Homo sapiens	"X"	10737458	10737817	PNPLA10P	coding
NT_011786	Homo sapiens	"X"	11396304	11397740	ACTRT1	complement
NT_011786	Homo sapiens	"X"	11786270	11787183	LOC392538	coding
NT_011786	Homo sapiens	"X"	12039708	12061131	LOC139748	coding
NT_011786	Homo sapiens	"X"	12386876	12388751	LOC392539	complement
NT_011786	Homo sapiens	"X"	12791841	12868804	SMARCA1	complement
NT_011786	Homo sapiens	"X"	12885615	12937896	OCRL	coding
NT_011786	Homo sapiens	"X"	12990688	13000277	APLN	complement
NT_011786	Homo sapiens	"X"	13084309	13114888	XPNPEP2	coding
NT_011786	Homo sapiens	"X"	13125323	13140540	CXorf9	coding
NT_011786	Homo sapiens	"X"	13150275	13189236	ZDHHC9	complement
NT_011786	Homo sapiens	"X"	13251522	13275091	UTP14A	coding
NT_011786	Homo sapiens	"X"	13324075	13329886	LOC728571	coding
NT_011786	Homo sapiens	"X"	13328032	13402964	BCORL1	coding
NT_011786	Homo sapiens	"X"	13405351	13405996	LOC728584	complement
NT_011786	Homo sapiens	"X"	13410267	13455835	ELF4	complement
NT_011786	Homo sapiens	"X"	13455371	13455844	LOC643986	coding
NT_011786	Homo sapiens	"X"	13474700	13511171	PDCD8	complement
NT_011786	Homo sapiens	"X"	13517136	13530207	RAB33A	coding
NT_011786	Homo sapiens	"X"	13548048	13614236	SUHW3	complement
NT_011786	Homo sapiens	"X"	13685410	13718698	SLC25A14	coding
NT_011786	Homo sapiens	"X"	13729777	13730784	GPR119	complement
NT_011786	Homo sapiens	"X"	13747370	13758991	RBMX2	coding
NT_011786	Homo sapiens	"X"	13840278	13842095	FAM45B	coding
NT_011786	Homo sapiens	"X"	13875550	13876486	LOC644066	coding
NT_011786	Homo sapiens	"X"	13968718	14248571	COVA1	complement
NT_011786	Homo sapiens	"X"	14403579	14435216	FLJ30058	coding
NT_011786	Homo sapiens	"X"	14549432	14550380	OR11Q1P	coding
NT_011786	Homo sapiens	"X"	14618843	14634618	IGSF1	complement
NT_011786	Homo sapiens	"X"	14669671	14670650	OR11N1P	complement
NT_011786	Homo sapiens	"X"	14686866	14687789	OR5AW1P	complement
NT_011786	Homo sapiens	"X"	14743386	14744294	OR5BH1P	complement
NT_011786	Homo sapiens	"X"	14769638	14770578	OR1AA1P	coding
NT_011786	Homo sapiens	"X"	14837616	14838230	LOC392542	complement
NT_011786	Homo sapiens	"X"	14889411	14890337	OR13H1	coding
NT_011786	Homo sapiens	"X"	14908066	14909149	OR13K1P	coding
NT_011786	Homo sapiens	"X"	14941458	14942540	OR7L1P	coding
NT_011786	Homo sapiens	"X"	14964411	14965300	OR2AF1P	coding
NT_011786	Homo sapiens	"X"	14992012	14993609	HDGFP	coding
NT_011786	Homo sapiens	"X"	15140699	15175980	LOC286467	complement
NT_011786	Homo sapiens	"X"	15368690	15421334	MST4	coding
NT_011786	Homo sapiens	"X"	15422386	15473413	LOC90167	complement
NT_011786	Homo sapiens	"X"	15475477	15476743	LOC392543	complement
NT_011786	Homo sapiens	"X"	15548416	15563552	RAP2C	complement
NT_011786	Homo sapiens	"X"	15723540	15785081	MBNL3	complement
NT_011786	Homo sapiens	"X"	15971407	16306775	HS6ST2	complement
NT_011786	Homo sapiens	"X"	16370855	16373648	USP26	complement
NT_011786	Homo sapiens	"X"	16562045	16563724	TFDP3	complement
NT_011786	Homo sapiens	"X"	16646412	16760553	GPC4	complement
NT_011786	Homo sapiens	"X"	16881121	17331014	GPC3	complement
NT_011786	Homo sapiens	"X"	17515109	17518355	LOC644403	coding
NT_011786	Homo sapiens	"X"	17589607	17591156	LOC347475	coding
NT_011786	Homo sapiens	"X"	17617665	17619022	LOC402425	coding
NT_011786	Homo sapiens	"X"	17718690	17774170	PHF6	coding
NT_011786	Homo sapiens	"X"	17805605	17846044	HPRT1	coding
NT_011786	Homo sapiens	"X"	17889804	17899846	MGC16121	complement
NT_011786	Homo sapiens	"X"	17911221	18003861	PLAC1	complement
NT_011786	Homo sapiens	"X"	18114944	18145847	FAM122B	complement
NT_011786	Homo sapiens	"X"	18142283	18142753	LOC728785	coding
NT_011786	Homo sapiens	"X"	18152572	18199964	FAM122C	coding
NT_011786	Homo sapiens	"X"	18233010	18260645	MOSPD1	complement
NT_011786	Homo sapiens	"X"	18307058	18307686	LOC392545	complement
NT_011786	Homo sapiens	"X"	18334654	18337851	LOC644538	coding
NT_011786	Homo sapiens	"X"	18365891	18367907	LOC441518	complement
NT_011786	Homo sapiens	"X"	18377745	18378924	CXX1	coding
NT_011786	Homo sapiens	"X"	18396541	18396885	DKFZP564B147	complement
NT_011786	Homo sapiens	"X"	18443775	18444011	LOC644596	complement
NT_011786	Homo sapiens	"X"	18501809	18517099	CXorf48	complement
NT_011786	Homo sapiens	"X"	18525527	18539958	LOC728470	complement
NT_011786	Homo sapiens	"X"	18546996	18560864	LOC650024	coding
NT_011786	Homo sapiens	"X"	18631067	18689305	ZNF75	complement
NT_011786	Homo sapiens	"X"	18690069	18708686	ZNF449	coding
NT_011786	Homo sapiens	"X"	18767208	18771030	MGC39606	coding
NT_011786	Homo sapiens	"X"	18778017	18783985	LOC392547	coding
NT_011786	Homo sapiens	"X"	18865932	18927782	DDX26B	coding
NT_011786	Homo sapiens	"X"	18944077	18978916	LOC442465	coding
NT_011786	Homo sapiens	"X"	18983315	18989018	LOC644717	complement
NT_011786	Homo sapiens	"X"	19012211	19033558	LOC139587	complement
NT_011786	Homo sapiens	"X"	19058533	19068336	CT45-1	coding
NT_011786	Homo sapiens	"X"	19077568	19087187	LOC728911	coding
NT_011786	Homo sapiens	"X"	19094836	19102867	CT45-3	coding
NT_011786	Homo sapiens	"X"	19140043	19148083	CT45-2	complement
NT_011786	Homo sapiens	"X"	19140045	19148083	CT45-4	complement
NT_011786	Homo sapiens	"X"	19157312	19165342	CT45-5	complement
NT_011786	Homo sapiens	"X"	19174563	19182592	CT45-6	complement
NT_011786	Homo sapiens	"X"	19187133	19206568	SAGE1	coding
NT_011786	Homo sapiens	"X"	19255579	19267482	TMEM32	complement
NT_011786	Homo sapiens	"X"	19278975	19340640	SLC9A6	coding
NT_011786	Homo sapiens	"X"	19391007	19391855	LOC139542	complement
NT_011786	Homo sapiens	"X"	19441028	19504858	FHL1	coding
NT_011786	Homo sapiens	"X"	19510325	19559908	FLJ12649	complement
NT_011786	Homo sapiens	"X"	19589197	19593969	LOC644817	complement
NT_011786	Homo sapiens	"X"	19594470	19710395	GPR112	coding
NT_011786	Homo sapiens	"X"	19781473	19785946	BRS3	coding
NT_011786	Homo sapiens	"X"	19791019	19805838	HTATSF1	coding
NT_011786	Homo sapiens	"X"	19825659	19850311	VGLL1	coding
NT_011786	Homo sapiens	"X"	19941684	19953897	CD40LG	coding
NT_011786	Homo sapiens	"X"	19959057	20074851	ARHGEF6	complement
NT_011786	Homo sapiens	"X"	20084760	20085038	LOC728962	coding
NT_011786	Homo sapiens	"X"	20166967	20174287	RBMX	complement
NT_011786	Homo sapiens	"X"	20172706	20172778	SNORD61	complement
NT_011786	Homo sapiens	"X"	20202902	20287162	FLJ31132	coding
NT_011786	Homo sapiens	"X"	20323655	20325181	GPR101	complement
NT_011786	Homo sapiens	"X"	20734554	20735538	RAC1P4	complement
NT_011786	Homo sapiens	"X"	20859694	20865607	ZIC3	coding
NT_011786	Homo sapiens	"X"	20954053	20963164	LOC389892	coding
NT_011786	Homo sapiens	"X"	21771795	21777303	LOC139363	coding
NT_011786	Homo sapiens	"X"	21781100	21782530	LOC392552	complement
NT_011786	Homo sapiens	"X"	21925083	22032863	FGF13	complement
NT_011786	Homo sapiens	"X"	22141275	22497783	LOC729045	complement
NT_011786	Homo sapiens	"X"	22740323	22742480	SRD5AP1	coding
NT_011786	Homo sapiens	"X"	22824243	22856965	F9	coding
NT_011786	Homo sapiens	"X"	22875278	22936201	MCF2	complement
NT_011786	Homo sapiens	"X"	23014086	23014289	BCYRN1P1	coding
NT_011786	Homo sapiens	"X"	23019853	23125795	ATP11C	complement
NT_011786	Homo sapiens	"X"	23225890	23226773	LOC729068	coding
NT_011786	Homo sapiens	"X"	23249232	23259027	LOC347487	complement
NT_011786	Homo sapiens	"X"	23310769	23311546	LOC728660	coding
NT_011786	Homo sapiens	"X"	23325811	23327377	LOC643689	coding
NT_011786	Homo sapiens	"X"	23385250	23386071	LOC389895	coding
NT_011786	Homo sapiens	"X"	23509533	23510310	LOC729078	complement
NT_011786	Homo sapiens	"X"	23690575	23691406	LOC266694	coding
NT_011786	Homo sapiens	"X"	23796500	23798573	SOX3	complement
NT_011786	Homo sapiens	"X"	23987807	24008335	LOC286411	coding
NT_011786	Homo sapiens	"X"	24076773	24078071	CDR1	complement
NT_011786	Homo sapiens	"X"	24296104	24297219	SPANXB1	coding
NT_011786	Homo sapiens	"X"	24308109	24309224	LOC728695	coding
NT_011786	Homo sapiens	"X"	24444000	24444772	dJ507I15.1	coding
NT_011786	Homo sapiens	"X"	24481278	24482658	LDOC1	complement
NT_011786	Homo sapiens	"X"	24546944	24547994	SPANXC	complement
NT_011786	Homo sapiens	"X"	24686289	24686689	NDUFB3P5	coding
NT_011786	Homo sapiens	"X"	24883142	24884208	SPANXA2	complement
NT_011786	Homo sapiens	"X"	24883154	24884184	SPANXA1	complement
NT_011786	Homo sapiens	"X"	24888973	24890249	LOC728712	coding
NT_011786	Homo sapiens	"X"	24925344	24926211	LOC645188	coding
NT_011786	Homo sapiens	"X"	24996916	24998003	SPANXE	complement
NT_011786	Homo sapiens	"X"	24996916	24997946	SPANXD	complement
NT_011786	Homo sapiens	"X"	25137450	25196966	MAGEC3	coding
NT_011786	Homo sapiens	"X"	25203028	25208531	MAGEC1	coding
NT_011786	Homo sapiens	"X"	25472000	25473123	LOC392555	complement
NT_011786	Homo sapiens	"X"	25493486	25495265	LOC645226	complement
NT_011786	Homo sapiens	"X"	25501478	25504424	MAGEC2	complement
NT_011786	Homo sapiens	"X"	26325149	26333380	SPANX-N4	coding
NT_011786	Homo sapiens	"X"	26807912	26816655	SPANX-N3	complement
NT_011786	Homo sapiens	"X"	26894042	26895171	MYCL3	complement
NT_011786	Homo sapiens	"X"	26927266	26934367	SLITRK4	complement
NT_011786	Homo sapiens	"X"	27006403	27015864	SPANX-N2	complement
NT_011786	Homo sapiens	"X"	27178521	27179710	UBE2NL	coding
NT_011786	Homo sapiens	"X"	27603625	27604190	RRM2P4	coding
NT_011681	Homo sapiens	"X"	700784	701103	CYCSP44	coding
NT_011681	Homo sapiens	"X"	771030	780314	SPANX-N1	coding
NT_011681	Homo sapiens	"X"	1136188	1156623	LOC347422	coding
NT_011681	Homo sapiens	"X"	1342032	1350042	SLITRK2	coding
NT_011681	Homo sapiens	"X"	1351610	1354056	CXorf1	coding
NT_011681	Homo sapiens	"X"	2143213	2157138	LOC653103	complement
NT_011681	Homo sapiens	"X"	2488500	2488688	LOC727854	complement
NT_011681	Homo sapiens	"X"	3436191	3475293	FMR1	coding
NT_011681	Homo sapiens	"X"	3505531	3550867	FMR1NB	coding
NT_011681	Homo sapiens	"X"	3576214	3577122	FTHL8	coding
NT_011681	Homo sapiens	"X"	3988892	3989630	LOC347509	coding
NT_011681	Homo sapiens	"X"	4024821	4524889	AFF2	coding
NT_011681	Homo sapiens	"X"	5006653	5029831	IDS	complement
NT_011681	Homo sapiens	"X"	5047183	5050457	LOC727913	coding
NT_011681	Homo sapiens	"X"	5050827	5052451	IDSP1	coding
NT_011681	Homo sapiens	"X"	5058330	5058841	FLJ44451	complement
NT_011681	Homo sapiens	"X"	5065453	5071750	CXorf40A	coding
NT_011681	Homo sapiens	"X"	5076347	5076751	FLJ16423	coding
NT_011681	Homo sapiens	"X"	5106095	5111894	LOC728269	complement
NT_011681	Homo sapiens	"X"	5116964	5298571	HSFX1	complement
NT_011681	Homo sapiens	"X"	5121005	5156365	FAM11A	complement
NT_011681	Homo sapiens	"X"	5173638	5176728	LOC392556	complement
NT_011681	Homo sapiens	"X"	5210467	5239497	MAGEA11	complement
NT_011681	Homo sapiens	"X"	5299122	5301323	LOC728302	coding
NT_011681	Homo sapiens	"X"	5306392	5312196	MAGEA9	coding
NT_011681	Homo sapiens	"X"	5332988	5333265	MAGEA7	coding
NT_011681	Homo sapiens	"X"	5405644	5410256	MAGEA8	coding
NT_079573	Homo sapiens	"X"	97596	168286	PRRG1	coding
NT_079573	Homo sapiens	"X"	202352	203708	LOC389844	coding
NT_079573	Homo sapiens	"X"	215691	217022	LOC642296	coding
NT_079573	Homo sapiens	"X"	252104	255161	LOC139249	complement
NT_079573	Homo sapiens	"X"	282564	388491	LANCL3	coding
NT_079573	Homo sapiens	"X"	330713	338191	LOC644106	coding
NT_079573	Homo sapiens	"X"	396875	443145	XK	coding
NT_079573	Homo sapiens	"X"	491087	524481	CYBB	coding
NT_079573	Homo sapiens	"X"	549856	558598	DYNLT3	complement
NT_079573	Homo sapiens	"X"	656904	657785	SC4MOP	coding
NT_079573	Homo sapiens	"X"	701836	702262	CXorf27	coding
NT_079573	Homo sapiens	"X"	744910	837750	SYTL5	coding
NT_079573	Homo sapiens	"X"	860359	931898	SRPX	complement
NT_079573	Homo sapiens	"X"	980190	1038555	RPGR	complement
NT_079573	Homo sapiens	"X"	1063125	1132376	OTC	coding
NT_079573	Homo sapiens	"X"	1169511	1190933	LOC392442	coding
NT_079573	Homo sapiens	"X"	1195742	1201644	LOC392443	complement
NT_079573	Homo sapiens	"X"	1242943	1265710	LOC442446	complement
NT_079573	Homo sapiens	"X"	1272506	1399939	TSPAN7	coding
NT_079573	Homo sapiens	"X"	1514840	1517466	MID1IP1	coding
NT_079573	Homo sapiens	"X"	2399848	2401113	LOC727959	complement
NT_079573	Homo sapiens	"X"	2498153	2498581	GAPDHP1	complement
NT_079573	Homo sapiens	"X"	2762384	2813821	BCOR	complement
NT_079573	Homo sapiens	"X"	2867157	2872872	LOC728068	complement
NT_079573	Homo sapiens	"X"	3069466	3071749	LOC402394	complement
NT_079573	Homo sapiens	"X"	3291983	3317656	ATP6AP2	coding
NT_079573	Homo sapiens	"X"	3333858	3334995	LOC347411	coding
NT_079573	Homo sapiens	"X"	3340807	3358544	CXorf38	complement
NT_079573	Homo sapiens	"X"	3359325	3446550	CRSP2	complement
NT_079573	Homo sapiens	"X"	3446468	3447067	LOC728142	coding
NT_079573	Homo sapiens	"X"	3469450	3470108	DPRXP6	coding
NT_079573	Homo sapiens	"X"	3545163	3548831	MKRN4	coding
NT_079573	Homo sapiens	"X"	3608237	3619411	LOC392447	coding
NT_079573	Homo sapiens	"X"	3645959	3646922	LOC286444	complement
NT_079573	Homo sapiens	"X"	3788019	3788777	LOC442447	coding
NT_079573	Homo sapiens	"X"	3796655	3947599	USP9X	coding
NT_079573	Homo sapiens	"X"	3796837	3798997	LOC728177	complement
NT_079573	Homo sapiens	"X"	4033945	4034355	LOC643043	complement
NT_079573	Homo sapiens	"X"	4044418	4061294	DDX3X	coding
NT_079573	Homo sapiens	"X"	4045630	4047758	LOC728964	coding
NT_079573	Homo sapiens	"X"	4158454	4186730	NYX	coding
NT_079573	Homo sapiens	"X"	4231110	4634035	CASK	complement
NT_079573	Homo sapiens	"X"	4384872	4387526	LOC158781	complement
NT_079573	Homo sapiens	"X"	4400018	4408293	GPR34	coding
NT_079573	Homo sapiens	"X"	4435175	4439216	GPR82	coding
NT_079573	Homo sapiens	"X"	4634446	4634859	LOC728201	coding
NT_079573	Homo sapiens	"X"	4809625	4810251	LOC654480	complement
NT_079573	Homo sapiens	"X"	5488384	5489253	PPP1R2P9	complement
NT_079573	Homo sapiens	"X"	5988378	5990677	LOC139334	complement
NT_079573	Homo sapiens	"X"	6118042	6119857	NANOGP10	complement
NT_079573	Homo sapiens	"X"	6367176	6457835	MAOA	coding
NT_079573	Homo sapiens	"X"	6477624	6593448	MAOB	complement
NT_079573	Homo sapiens	"X"	6659789	6684517	NDP	complement
NT_079573	Homo sapiens	"X"	6740346	6742799	LOC643167	coding
NT_079573	Homo sapiens	"X"	6859678	7054685	EFHC2	complement
NT_079573	Homo sapiens	"X"	7020327	7021489	RRM2P3	coding
NT_079573	Homo sapiens	"X"	7187040	7189271	LOC402397	complement
NT_079573	Homo sapiens	"X"	7234670	7253983	FUNDC1	complement
NT_079573	Homo sapiens	"X"	7344343	7347079	CTF8P	coding
NT_079573	Homo sapiens	"X"	7356802	7360732	LOC392451	coding
NT_079573	Homo sapiens	"X"	7452021	7453050	LOC644464	coding
NT_079573	Homo sapiens	"X"	7555017	7555901	DUSP21	coding
NT_079573	Homo sapiens	"X"	7576704	7823614	UTX	coding
NT_079573	Homo sapiens	"X"	7862664	7864997	LOC729052	complement
NT_079573	Homo sapiens	"X"	7873334	7911913	CXorf36	complement
NT_079573	Homo sapiens	"X"	8092539	8093007	LOC139061	complement
NT_079573	Homo sapiens	"X"	8343191	8423730	LOC347333	complement
NT_079573	Homo sapiens	"X"	8442091	8442950	LOC392452	coding
NT_079573	Homo sapiens	"X"	8694513	8695675	LOC139060	coding
NT_079573	Homo sapiens	"X"	8769948	8770730	LOC392454	complement
